RQ70	現時点 で は 3月 初旬 ~ 中旬 に 食事 会 を 予定 し て い ます
RQ71	人数 は 5名 以上 、 最大 で 10名 程度 です
RQ72	ご 回答 、 よろしく お願い し ます
RQ73	佐世保 市街地 で 、 仕事 帰り に 気軽 に 一 杯 飲める お 店 を 探し て い ます
RQ74	出来れ ば 長く 通い たい と 思っ て い ます ので 、 雰囲気 が 良く ゆったり お 酒 が 飲める 店 を 教え て 下さい
RQ75	出来れ ば 店内 の 照明 は 暗め で 、 お 酒 の 値段 が あまり 高く ない ほう が 助かり ます
RQ76	当方 、 30代 後半 、 男性 です
RQ77	渋谷 で ランチ の お 店 を 探し て い ます
RQ78	大学生 の 妹 弟 を 連れ て 、 ごちそう する つもり です
RQ79	渋谷 の ランチ の おすすめ を 教え て ください
RQ80	和食 、 アジアンテイスト 以外 で 、 探し て い ます
RQ81	弟 も いる ので がっ つり 食べ れる お 店 だ と ありがたい です
RQ82	普段 は 節約 料理 の よう な ので
RQ83	あまり 好き嫌い は ない よう です
RQ84	と は いえ 、 ごちそう を する つもり な ので あんまり 高く て も
RQ85	( 予算 は 一 人 1500円 くらい の つもり です
RQ86	今度 サークル の 先輩 と 女子 会 を し ます
RQ87	どなた か 良い お 店 を 教え て ください
RQ88	初めて サークル の 先輩 と ご飯 を 食べ に 行く ので 、 雰囲気 の 良い きれい な お 店 に 行き たい と 思っ て い ます
RQ89	ちなみに 私 も 先輩 も お 酒 が 苦手 な ので 、 ご飯 が メイン の お 店 を 探し て い ます
RQ90	予算 は 3000円 ~ 4000円 くらい で 新宿 ~ 池袋 あたり で 探し て い ます
RQ91	心斎橋 ・ 難波 あたり で お 店 を 探し て い ます
RQ92	ソファ 席 で デート や 合コン 、 また その 2次 会 で 使える お 店 を ご存知 なら ば 教え て ください
RQ93	大阪 府 大阪 市 天王寺 区 で 20人 ほど で 宴会 を し たい と お 店 を 探し て い ます
RQ94	なるべく 天王寺 駅 付近 で 、 料理 ・ 酒 の 種類 が 多く 、 男性 も 女性 も 満足 でき そう な ところ って ない でしょ う か
RQ95	食べ ログ とか で 見 て み まし た が ・ ・ ・ イマイチ 、 ピン と 来 なく て 困っ て ます
RQ96	( まぁ 、 府民 で も その 地区 の 住人 で も ない ので 当たり前 な ん です が ・ ・ ・ ;;;) 詳しい 方 が いらっしゃい まし たら 、 是非 教え て 頂け ない でしょ う か
RQ97	新大久保 の 韓国 料理 や さん で 美味しい お 店 を 探し て い ます
RQ98	以前 行っ た お 店 は 美味しかっ た の です が 、 スンドゥブ が 辛く なく 、 日本人 の 口 に 合う よう な 味 でし た
RQ99	本場 の 辛 さ ( 本場 の 味 ) が 楽しめる お 店 を 知っ て い たら 教え て ください
RQ100	名古屋 市内 、 地下鉄 の 駅 から 徒歩 5分 以内 で 、 祝日 の 昼間 から 鍋 もしくは しゃぶしゃぶ を 食べ れる お 店 を 探し て い ます
RQ101	親 と 行く ので 、 おしゃれ な お 店 じゃ なく て も いい です
RQ102	チェーン 店 で も いい です
RQ103	親 が お 酒 も 飲み たい と の こと な ので ( 昼間 っ から … ) ビール が 置い て ある お 店 が いい です
RQ104	( たぶん とこ でも 置い て あり ます よ ね
RQ105	) ネット で いろいろ 探し て み た の です が 、 見つから なく て 困っ て い ます
RQ106	お 店 に 詳しい 方 、 教え て いただける と 助かり ます
RQ107	仙台 市内 に ある 食べ 放題 の お 店 を 探し て い ます
RQ108	値段 も なるべく 安く 、 中学生 でも 行ける よう な お 店 が あっ たら 教え て ください
RQ109	こんばんわ 2月 に 渋谷 で 結婚式 を 予定 し て いる もの です
RQ110	現在 、 親族 10名 程度 の 2次 会 の 店 を 探し て い ます
RQ111	個室 で 、 あまり 店 自体 が 大きく なく 、 落ち着い て お 酒 が 飲める 場所 が 希望 です
RQ112	結婚式 の 後 な ので 食事 は 少なめ で 、 飲み物 は 焼酎 ・ ビール が 飲めれ ば 十分 です
RQ113	少し 高級 な 雰囲気 だ と 嬉しい です が 、 予算 的 に は 1人 5000円 程度 で 考え て い ます
RQ114	お 勧め の お 店 や 、 中目黒 に 詳しい 方 など いらっしゃい まし たら 教え て ください
RQ115	京都 市内 で サプライズバースデー みたい な の を やっ て くれる 店 を 探し て い ます
RQ116	高校生 な ので 居酒屋 とか あまり 高価 な ところ で は 無理 な ので フレンチ とか イタリアン とか カフェ とか いい ところ が あれ ば 教え て 下さい
RQ117	予算 は 2人 で 8000円 まで ぐらい です
RQ118	京都 四条 駅 付近 の おいしい お 店 を 探し て い ます
RQ119	四月 上旬 に 京都 に 旅行 に 行く の です が 、 夕食 を 食べ られる ところ を 探し て い ます
RQ120	そんなに お 値段 の 張ら ない ところ (~ 5000円 くらい ) で 、 お 酒 を 飲める ところ が 希望 です
RQ121	せっかく の 旅行 な ので 、 チェーン で は なく 京都 に しか ない お 店 が いい の です が 、 懐石 料理 とか で は なく お 酒 を 飲み ながら つまめる 感じ の お 店 を 考え て い ます
RQ122	焼き鳥 とか 創作 料理 とか
RQ123	ちなみに 三 十 代 夫婦 2人 です
RQ124	新潟 市 中央 区 で 美味しい 、 ご飯 が 食べ れる お 店 を 探し て い ます
RQ125	オススメ が あり まし たら 、 教え て 下さい
RQ126	新潟 駅 、 古町 、 万代 周辺 が 良い です
RQ127	美味しい パン と 美味しい デザート が ある 店 も 教え て 下さい
RQ128	京都 市 下京 区 か 近辺 で ラーメン の 出前 を し て くれる お 店 を 探し て い ます
RQ129	場所 は 堀川 松原 付近 で お昼 の 時間 帯 で 7~ 8人前 を 予定 し て い ます
RQ130	中華 料理 店 で も 結構 です
RQ131	ご存じ の 方 宜しく お願い し ます
RQ132	武蔵小金井 駅 近く で 赤ちゃん と 行ける カフェ 、 飲食 店 について 至急 教え て いただき たい です
RQ133	子供 が まだ 椅子 に 座れ ない ため 、 寝かせ て 置ける スペース ( キッズスペース や 小 上がり 席 など ) が ある カフェ など ご存知 の 方 いらっしゃい まし たら 教え て 下さい (& gt ;_& lt ;) シャトー 2F カフェ という ところ が 良 さ そう だっ た の です が 、 行き たい 日 は 貸切 と の こと でし た
RQ134	他 に あり ます でしょ う か
RQ135	駅 から 近い お 店 を 探し て い ます
RQ136	池袋 で キッシュ が おいしい お 店 を 探し て いる の です が おすすめ は ござい ます か
RQ137	東口 方面 で 、 できれ ば 個室 が あっ たり お 酒 が あっ たり と デート に 使え そう な 場所 が 良い です
RQ138	に 父 の 3回忌 法要 を する の です が 、 その 時 の 精進落 と し と でも いい ます か 、 食事 会 を 催し たい と 思っ て い ます
RQ139	そこで 、 高円寺 近辺 で 8人 で 落ち着い た 雰囲気 の お 店 を 探し て い ます
RQ140	予算 も 抑え たい です
RQ141	人数 構成 は 、 老人 1人 、 大人 4人 、 高校生 以下 3人 です
RQ142	皆様 の 経験 ・ 知識 を どう かお 貸し 下さい
RQ143	千葉 駅 付近 で キリン ラガー ビール が 飲める お 店 を 探し て い ます
RQ144	より まずい 店 を 探し 喜び を 感じる M な 人 は い ます か
RQ145	新潟 駅前 で 、 家族 連れ で 行ける 海鮮 料理 店 を 探し て い ます
RQ146	居酒屋 で も 良い です が 、 飲む 予定 は あり ませ ん
RQ147	飲ま なく て も 居心地 が 悪く なら ない お 店 が 良い です
RQ148	特に 候補 が 上がら なけれ ば 壱 勢 という 駅前 の お 店 に 行こ う か と 思っ て いる の です が 、 こちら について も 情報 が あり まし たら 教え て 頂ける と ありがたい です
RQ149	大阪 で 美味しい 馬刺し が 食べ られる お 店 を 探し て い ます なんば 、 天王寺 、 梅田 あたり の お 店 が いい です お 財布 に 厳しく なく 、 敷居 の 高く ない ところ で お願い し ます
RQ150	初めて 会う 二 人 の ため の 飲み屋 今度 、 ネット で 知り合っ た 方 と 会う こと に なり まし た
RQ151	チャット で 意気投合 し て お 酒 のも う
RQ152	という 流れ に なっ た ので お 酒 の 飲める 店 を 探し て い ます
RQ153	東京 の 飲み屋 事情 は 詳しく ない ので 、 どこ か オススメ の 場所 が あれ ば 教え て 欲しい です
RQ154	居酒屋 で も 飲食 店 でも かまい ませ ん
RQ155	山梨 県 で オススメ の 鉄板 焼き の お 店 を 探し て い ます
RQ156	主人 の 誕生 日 で 利用 し たい と 考え て 、 予算 は 二 人 で 2 、 3万 位 まで です
RQ157	今 まで は 主人 の 好き な 物 で ご馳走 を 手作り 、 家 を 飾り付け し て お祝い し て い まし た
RQ158	それ は それ で とっても 喜ん で くれ て い まし た
RQ159	しかし 、 今年 は 外食 を 考え て い ます
RQ160	今 私 は 妊娠 中 な ので 雰囲気 の 良い レストラン は 暫く 行け ない か な
RQ161	と 思い 、 主人 に 内緒 で 計画 し て い ます
RQ162	今 の 候補 は 、 鉄板 焼き 秀 鉄板 焼き genten 富士屋ホテル の 鉄板 焼き 欅 鉄板 焼き 六 村 です
RQ163	味 や 雰囲気 は どう でしょ う か
RQ164	一度 フレンチ を 食べ に 行っ た 時 、 お 店 も 狭く て 家族 経営 みたい な 感じ で 全然 落ち着い て 食べ れ なかっ た ので 、 その 辺 も わかれ ば うれしい です
RQ165	その他 の ご 意見 も あれ ば お 聞か せ 下さい
RQ166	フレンチ は 去年 の 12月 に 結婚 記念 日 と クリスマス で レストラン を 利用 し た ので 考え て い ませ ん
RQ167	都内 ( 山手 線 の 中 ) で 、 美味しい 牛肉 と 鶏肉 が いっぺんに 食べ られる お 店 を 探し て い ます
RQ168	オススメ の 店 あり ませ ん か
RQ169	予算 は 一 人 1万 円 まで ( 飲み物 込み ) あまり 敷居 の 高い 店 は NG で お願い し ます
RQ170	新宿 ・ 渋谷 周辺 で 誕生 日 ディナー が できる 店 を 探し て い ます
RQ171	今度 、 彼 が 誕生 日 な ので おいしい もの を 食べよ う と 思っ て い ます
RQ172	ドリンク 別 で 1人 6000円 前後 が 希望 です
RQ173	渋谷 は 彼 の 勤務 地 で 結構 いろいろ 行っ て いる よう な ので 、 あり き たり で は なく 、 隠れ家 的 に おいしい ところ で あっ たり 、 普段 の 食事 で は 使わ ない よう な 感じ の ところ 希望 です
RQ174	新宿 は 夜景 が 見え たり イベント や サプライズ 的 な もの を し て くれ そう な ところ 希望 です
RQ175	好き嫌い は あり ませ ん
RQ176	評判 が 良い 仕出し 料理 、 弁当 屋 さん を 探し て い ます
RQ177	教え て いただけ ない でしょ う か
RQ178	佐賀 県内 で 小さな 仕出し 料理 屋 で 働い て いる 者 です
RQ179	この 度 800円 から 1200円 くらい の 弁当 を 新規 で 開発 する こと と なり 、 私 が その 開発 担当 と なり まし た
RQ180	どこ か 参考 と なる お 店 を 探し て いる の です が 、 県内 に は その よう な お 店 が 少なく 、 困っ て おり ます
RQ181	そこで 、 都市 圏 の 店舗 で 評判 が 良い お 店 を 調べ て 勉強 を し たい と 思っ て おり ます
RQ182	どこ か 評判 が 良い お 店 が ない でしょ う か
RQ183	ひとまず 東京 ・ 大阪 ・ 京都 ・ 福岡 で 考え て おり ます
RQ184	東京 の 朝食 ビュッフェ ( バイキング ) について 東京 都内 で 朝食 ビュッフェ を 実施 し て いる お 店 を 探し て おり ます
RQ185	出来れ ば 池袋 ・ 新宿 ・ 東京 駅 周辺 が 望ましい です が 、 23区 あたり で あれ ば どこ でも いい です
RQ186	お 店 の 雰囲気 として は 、 東京 駅 の MAISON DE LOBROS の よう な キレイ 目 の 店内 で 、 お 野菜 や おかず 類 が 豊富 だ と 嬉しい です
RQ187	ホテル の 朝食 で も いい の です が 、 ホテル の よう な 高級 感 を 持つ ホテル で は ない お 店 の 方 が いい です
RQ188	そして 価格 は 2000円 以下 、 妥協 し て 2500円 以下 で 探し て い ます
RQ189	これ が 一番 重要 視 する ポイント です
RQ190	これら の 希望 を 叶え て くれる の が MAISON DE LOBROS だっ た の です が 、 朝食 ビュッフェ を 終了 し て しまっ た ので 現在 探し て いる 所存 です
RQ191	ご存知 の 方 は ご 回答 よろしく お願い いたし ます
RQ192	関西 圏 で アフタヌーン ティー を 楽しめる お 店 を 探し て い ます
RQ193	椿山荘 の よう な 、 景観 や 雰囲気 が いい お 店 を どなた か ご存知 で い ませ ん でしょ う か
RQ194	大阪 、 京都 、 兵庫 あたり で ある と いい な … と 思っ て おり ます
RQ195	今度 付き合っ てる 彼 の 誕生 日 を 祝い たい ん です が 、 なかなか 見つから ない ので 知っ てる 方 が 居 たら 教え て ください
RQ196	夜景 or 雰囲気 の 良い ディナー の お 店 を 探し て ます
RQ197	場所 は 三重 県 の い なべ 市 から 四日市 市 の 間 ぐらい で 、 駐車 場 が あっ て 、 出来れ ば 喫煙 の できる 所 です
RQ198	予算 として は 1人 8000円 ぐらい まで で 考え て ます 、 、 、
RQ199	自分 で 探し て み て 、 四日市 の ロッキー ハウス と 言う お 店 を 見つけ た ん です が 口コミ が なく 、 、 、 5日 まで に 回答 いただける と 助かり ます
RQ200	急 な 質問 で すみません
RQ201	今度 、 友達 の 誕生 日 に 越谷 ﾚｲｸﾀｳﾝ へ 行く 予定 な の です が 、 そこで ﾊﾞ - ｽﾃﾞ - ｻﾌﾟﾗｲｽﾞ を し て くれる お 店 を 探し て い ます
RQ202	ﾚｲｸﾀｳﾝ で ﾊﾞ - ｽﾃﾞ - ｻﾌﾟﾗｲｽﾞ を し て くれる おすすめ の ところ は あり ます か
RQ203	高校生 でも 大丈夫 な ところ が 良い です
RQ204	「 仙台 の 特別 な 日用 ランチ 」 タイトル の まま です が 、 今度 彼女 の 誕生 日 に 仙台 で ランチ を し たい と 思い ます
RQ205	はじめ は ウエスティンホテル の 和風 料理 店 を 考え て い まし た が 、 希望 日 ( 平日 の 月曜日 です ) は 既に 満席 と の 事
RQ206	どこ か ちょっと ハイ グレード 感 が あっ たり 、 普段 なかなか 行か ない よう な 非 日常 なお 店 を 探し て い ます
RQ207	( もしくは 庶民 的 で も 珍しい 料理 で あっ たり 美味しい お 店 など … ) 予算 は 一 人 3000円 ~ 4000円 ほど
RQ208	どなた かお 詳しい 方 ぜひ 情報 を お願い 致し ます
RQ209	ちなみに 二 人 とも 仙台 在住 です が 、 節約 の ため あまり そういった 所 へ 行か ない もの で … 年 に 一 度 です し 彼女 が 喜ん で くれ そう な 所 へ 連れ て 行き たく 思い ます
RQ210	静岡 市 葵 区 の 街 中 か 付近 で 時間 貸し か 一 日 貸し の レンタル スペース を 探し て い ます
RQ211	今度 友人 に ジェルネイル を し て あげよ う と 思う の です が 、 場所 が あり ませ ん
RQ212	そこで 、 時間 貸し か 一 日 貸し の 部屋 、 レンタル スペース かお 店 を 探し て い ます
RQ213	大人 二 人 が 机 を 挟ん で 向かいあっ て やる ので 、 そこ まで 広く ない スペース でも 大丈夫 です
RQ214	六 畳 なく て も 大丈夫 な くらい です
RQ215	借り たい 時間 帯 は 、 平日 の 昼間 から 夕方 すぎ の 間 です
RQ216	最低 二 時間 から 借り たい です
RQ217	金額 は できるだけ 抑え たい です
RQ218	どこ か 心 あたり ある 方 居 まし たら 教え て 頂き たい です
RQ219	愛知 県 の 誕生 日 祝い が 出来る お 店 を 探し て い ます
RQ220	もうすぐ 彼女 の 誕生 日 が 来る ので お祝い 出来る お 店 を 探し て い ます
RQ221	理想 は サプライズケーキ を 出し て くれる ところ です
RQ222	料理 の 方 は できるだけ コース とか じゃ ない 方 が 嬉しい です
RQ223	彼女 の 好み は オムライス 、 パスタ 、 ハンバーグ です
RQ224	お 酒 は あっ て も なく て も 大丈夫 です
RQ225	場所 について です が 名駅 周辺 または 車 でも いい ので 西 三河 尾張 地区 付近 が いい です
RQ226	予算 は 彼女 の 分 が 5000円 前後 が 理想 です
RQ227	ちなみに 私 が 誕生 日 の 時 は ベビーフェイスプラネッツ でし た ので そこ 以外 が いい です
RQ228	横浜 中華 街 の 店 について 下 に 書い て ある 項目 に できるだけ 当てはまる 店 を 探し て い ます
RQ229	ちなみに 4名 です ・ バイキング ( でき たら 時間 無 制限 ) ・ 円卓 ( くるくる 回す やつ ) ・ 値段 は でき たら 2500円 まで 学生 という こと で 、 お金 は あまり かけ れ ませ ん が 、 円卓 で バイキング ( でき たら 時間 無 制限 ) の 店 が あれ ば 行き たい と 考え て い ます
RQ230	ただ 、 4名 です と 円卓 は 難しい か な と も 思っ て い ます
RQ231	質問 内容 以外 でも 何 か 中華 街 に 行く にあたって の 注意 す べき こと や オススメ の 店 が あれ ば 教え て 頂き たい です
RQ232	先日 、 日曜 の 明け方 に 、 寒 さ を しのご う と 、 始発 まで 呑める お 店 を 探し て い たら 、 たまたま 見つけ た の が カウンター 席 しか ない 、 常連 ばかり の 酒場
RQ233	ちなみに 場所 は 吉祥寺 です
RQ234	狭く て だいたい 大人 10名 くらい が やっと の カウンター 席 で 、 なんて こと の ない お 店 な ん です が 、 なんとも 酔っ払い さん 達 の 常連 さん が おもしろく 居心地 が 良く て 昼 まで のん で しまい まし た
RQ235	ただ 、 残念 ながら 、 ふらっと 入っ た ので 、 お 店 を 覚え て おら ず 次に 行こ う に も 行け ませ ん ( 泣 ) 情報 が なく て 申し訳 ない の です が 、 思い当たる 居酒屋 知り ませ ん か
RQ236	来週 友達 が 関西 へ 遊び に くる の です が 、 新大阪 付近 で 子連れ で 個室 なお 店 で いい ところ は あり ます か
RQ237	半 の 子供 が いる ので 動き回っ て ゆっくり でき ない ので ( 他 の 客 に も 迷惑 を かける ) 半 個 室 より できれ ば 個室 の 部屋 が 予約 できる お 店 を 探し て い ます
RQ238	が 、 大人 2人 に 子供 1人 な ので 中 々
RQ239	条件 的 に は 場所 新大阪 付近 人数 大人 2人 、 子供 1人 個室 で リーズナブル 食べ物 の ジャンル は 問わ ない です
RQ240	いい お 店 が あり まし たら 是非 教え て いただき たい です
RQ241	溝 の 口 または 渋谷 で 2000円 以内 で 30人 近く 入れる お 店 を 探し て い ます
RQ242	高校生 な ので 居酒屋 は やめ て おき たい です
RQ243	出来れ ば カラオケ 以外 で お願い し ます
RQ244	早急 に お 返事 願い ます
RQ245	東京 駅 近く で 食事 今週 、 気 に なる 女性 と はじめて 東京 駅 待ち合わせ で 夜 食事 に 行く こと に なり まし た
RQ246	デート 向き で お 酒 が 飲め 、 2人 で 7 、 8000円 の お 店 を 探し て い ます
RQ247	宜しけれ ば 教え て 下さい
RQ248	愛知 県 津島 市 ・ 愛 西市 ・ 弥富 市 ・ 蟹江 町 あたり で 、 シュラスコ を 食べ られる お 店 を 探し て い ます
RQ249	出来れ ば 、 ランチ 時間 帯 で も 営業 し て いる と 嬉しい です
RQ250	名古屋 市内 なら いくつ か 見つかっ た の です が 、 西部 の 田舎 は Google で も 引っかから ず …
RQ251	皆様 の お 知恵 を 拝借 し たく 、 投稿 あたし まし た
RQ252	仙台 で 赤ちゃん ( 6か月 ) 連れ で も ランチ の できる お 店 を 探し て い ます
RQ253	大人 5名 + 赤ちゃん です
RQ254	赤ちゃん は 椅子 に は まだ 座る こと が 難しい です
RQ255	ぐずっ たり し て 他 の お客 さん に 迷惑 かけ たく ない ので 、 個室 、 お座敷 席 だ と 助かり ます
RQ256	お願い し ます 、 教え て ください
RQ257	渋谷 、 原宿 、 新宿 、 中目黒 、 恵比寿 近辺 で 、 ビーガン 向け の お 寿司 が 食べ られる お 店 を 探し て い ます
RQ258	野菜 や 乾物 等 を 使っ た お 寿司 や 和食 を 出し て くれる 、 外国 人 が 喜び そう な 雰囲気 の 良い お 店 を 教え て 下さい
RQ259	海外 から の お客様 な の です が 、 ビーガン な ので 、 肉 、 魚 、 卵 、 乳製品 を 口 に する 事 が 出来 ませ ん
RQ260	和食 が とても 好き という 事 で 日本 で は 色々 なお 寿司 が 食べ られる と 思っ て い た そう な の です が 、 都内 で 魚 を 使わ ない お 寿司 を 出し て くれる 所 を 探す の が 難しく て 困っ て い ます
RQ261	かっぱ 巻き や かん ぴょう 巻き など 種類 が 限ら れ て しまい 、 もう少し バラエティ が ある と 選べ て たのしい の で は と 思っ て い ます
RQ262	前日 に 精進 料理 を 食べ に 行く そう な ので 、 あまり かしこまら ない お 店 の 方 が 嬉しい です
RQ263	とても 急い で い ます
RQ264	どうか 宜しく お願い 致し ます
RQ265	築地 で 予算 12,000円 で 豪勢 しよ う という こと に なり 、 いい お 店 を 探し て いる の です が おすすめ とか あり ます でしょ う か
RQ266	テーマ が 海鮮 系 な ので 、 寿司 に 限ら ず とも 良い です
RQ267	握り だ と 計算 し つつ 食べ なく て は なら ない ので 、 回避
RQ268	予算 決め て 、 おまかせ 握り とか できる みたい です が 、 量 が 不明 な ので 、 これ また 回避
RQ269	海鮮 丼 12,000円 とか も 無い
RQ270	【 美味しい 餃子 TOP 5 】 宇都宮 で 美味しい 餃子 店 を 探し て い ます
RQ271	上位 5店舗 ( もっと で も 良い です ) を 挙げ て ください
RQ272	また 、 その 理由 も 教え て いただけれ ば 幸い です
RQ273	大阪 、 天満 で 、 夜 1日 1組 しか お客様 を とら ない お 店 を 探し て い ます
RQ274	前 に 一度 お話 を 聞い た こと ある の です が 、 店名 を 忘れ て しまい 予約 を とれ ませ ん
RQ275	完全 予約 制 の 夜 1日 1組 しか とら ない けど 、 一見 お断り とか そう ゆう 、 お 店 で も ない らしく て 、 ここ 何 年 か で ランチ も 始め た らしい です
RQ276	商店 街 ら へ ん だっ た と 思い ます
RQ277	今年 の 母 の 還暦 の お祝い で いこう と 、 思っ た の です が 、 ネット に は 出し て ない お 店 で 探し よう が なく 、 困っ て い ます
